CODE_BARRES	NOM_COMMERCIAL	PRINCIPE_ACTIF	DOSAGE	EQUIVALENTS
1013278032780				
1051620016200				
1052186021860				
1101600016000				
1103580035800				
1103780037800				
1104810048100				
1110960730600				
1115101904500				
1141000010000				
1141228012280				
1141758010000				
1201428014280				
1207220072200				
1209400094000				
1230970770600				
1251145500000				
1251289680000				
1281445014450				
1281800018000				
1281980019800				
1282150021500				
2513026202620				
5135600135600				
6118000010050	ABBOTICINE	ERYTHROMYCINE	200 MG	ERY 125 MG [6118000240310] | ERY 250 MG [6118000240327] | ERY 500 MG [6118000240334] | ERYACNE [6118001071241] | ERYACNE [6118010035005] | ERYFLUID [6118000010630] | ERYSOL [6118001150496] | ERYTHROCINE [6118000010647] | ERYTHROCINE [6118000010654] | ERYTHROCINE [6118000010661] | MACROCID [6118000090434] | STIMYCINE [6118000050834]
6118000010067	ACTAPULGITE	ATTAPULGITE DE MORMOIRON ACTIVEE	3 G	COLOPATHIL [6118000190288]
6118000010074	ACTAPULGITE NOURRISSONS	ATTAPULGITE DE MORMOIRON ACTIVEE	1 G	ACTAPULGITE [6118000010067] | COLOPATHIL [6118000190288] | COLOPATHIL [6118000190295]
6118000010081	ACTI-5	DEANOL / MAGNESIUM	100 / 25 MG / MG	
6118000010098	ADEPAL	LEVONORGESTREL / ETHINYLESTRADIOL	0.15 / 0.03 MG / MG	MICROGYNON 30 [6118001200108] | MINIDRIL [6118000011002]
6118000010104	ADEPAL	LEVONORGESTREL / ETHINYLESTRADIOL	0.15 / 0.04 MG / MG	ADEPAL [6118000010098] | DAILY GÉ [6118001183845] | DAILY GÉ [6118001183852] | MICROGYNON 30 [6118001200108] | MINIDRIL [6118000011002] | TRIGYNON [6118001200320] | TRINORDIOL [6118001182428]
6118000010111	AGREAL	VERALIPRIDE	100 MG	
6118000010135	ALODONT	CETYLLPYRIDINIUM / CHLOROBUTANOL HEMYDRATE	5 / 50 MG / MG	
6118000010142	ALVITYL	VITAMINES	NA	ALVITYL [6118001180486]
6118000010159	APURONE	FLUMEQUINE	400 MG	
6118000010166	ARTHROL LINIMENT	SALISYLATE DE PHENYLPROPYL / METHOXYSALICYLATE DETHYLE	10 / 2 G / G	
6118000010210	AVD VIT B1 C DEROL ADULTE	ACIDE ACETYLSALICYLIQUE / THIAMINE (VITAMINE B1)	400 / 2 MG / MG	AVT [6118000031079] | AVT [6118000031086]
6118000010227	AVLOCARDYL	PROPRANOLOL	40 MG	AVLOCAN [6118000090151]
6118000010234	BEDELIX	MONTMORILLONITE BEIDELLITIQUE	3 G	
6118000010258	BENADRYL	DIPHENHYDRAMINE	3.5 G	
6118000010265	BOLINAN	POVIDONE	2 G	BOLINAN [6118000010272]
6118000010272	BOLINAN	POVIDONE	2 G	BOLINAN [6118000010265]
6118000010296	CLEREGIL AD	ACEGLUMATE DE DEANOL	2 G	CLEREGIL ENF [6118000010302]
6118000010302	CLEREGIL ENF	ACEGLUMATE DE DEANOL	0.5 G	CLEREGIL AD [6118000010296]
6118000010319	COLLU-HEXTRIL	HEXETIDINE	0.2 G	COLLU-HEXTRIL [6118000250746]
6118000010326	CONTALAX	BISACODYL	5 MG	
6118000010340	CYCLO 3	EXTRAIT SEC DE RUSCUS ACULEATUS / EXTRAIT FLUIDE DE MELILOT	640 / 800 MG / MG	
6118000010357	CYCLO 3	EXTRAIT DE RUSCUS ACULEATUS / HESPERIDINE METHYL CHALCONE	1.5 / 100 ML / MG	CYCLO 3 [6118000010364]
6118000010364	CYCLO 3	EXTRAIT DE RUSCUS ACULEATUS / HESPERIDINE METHYL CHALCONE	150 / 150 MG / MG	CYCLO 3 [6118000010357]
6118000010371	DAKTARIN	MICONAZOLE	2 %	DAKTARIN [6118001180745]
6118000010401	DICETEL	PINAVERIUM	50 MG	
6118000010432	DIOVENOR	DIOSMINE	300 MG	MEDIVEINE [6118000020134] | MEDIVEINE [6118000020141]
6118000010449	DIOVENOR	DIOSMINE	600 MG	MEDIVEINE [6118000021049]
6118000010456	DITROPAN	OXYBUTININE	5 MG	DITROPAN [6118000061182] | OXYBUT [6118000081180] | UROSTA [6118000040866]
6118000010463	DOGMATIL SULPIRIDE GELULE à 1 BOITE 20	ANDROCUR CYPROTERONE	50 MG	IBANDRO ZENITH 1 BOITE 20 [6118001272075] | IBANDRO ZENITH 1 BOITE 20 [6118010140143]
6118000010487	DUPHALAC	LACTULOSE	10 G	DUPHALAC [6118000010494] | LACTULAX [6118000190554] | LAEVOLAC [6118000020509] | LAEVOLAC [6118000020516] | LAEVOLAC [6118000021544] | LAEVOLAC [6118000021551] | OSMOLAX [6118000180623] | TRANSILAC [6118000040835]
6118000010494	DUPHALAC	LACTULOSE	66.5 %	DUPHALAC [6118000010487] | LACTULAX [6118000190554] | LAEVOLAC [6118000020509] | LAEVOLAC [6118000020516] | LAEVOLAC [6118000021544] | LAEVOLAC [6118000021551] | OSMOLAX [6118000180623] | TRANSILAC [6118000040835]
6118000010500	DUPHASTON	DYDROGESTERONE	10 MG	DUPHASTON [6118000010517]
6118000010517	DUPHASTON	DYDROGESTERONE	10 MG	DUPHASTON [6118000010500]
6118000010524	DUSPATALIN	MEBEVERINE	100 MG	BEVIRAN [6118000190110] | SPASMOPRIV [6118000040705]
6118000010531	DUSPATALIN	MEBEVERINE	200 MG	ANTI-SPA 200 MG [6118000021780] | BEVIRAN [6118000190943] | SPASMOPRIV [6118000040712]
6118000010548	ELUDRIL	CHLORHEXIDINE / CHLORBUTANOL	0.5 / 0.5 % / %	
6118000010555	EMOFORM	FORMALDEHYDE / CHLORURE DE SODIUM	1.4 / 4.8 % / %	EMOFORM [6118000010562]
6118000010562	EMOFORM	FORMALDEHYDE / CHLORURE DE SODIUM	1.4 / 4.8 % / %	EMOFORM [6118000010555]
6118000010579	EQUANIL	MEPROBAMATE	400 MG	EQUANIL [6118000010586] | EQUANIL [6118000010593]
6118000010586	EQUANIL	MEPROBAMATE	400 MG	EQUANIL [6118000010579] | EQUANIL [6118000010593]
6118000010593	EQUANIL	MEPROBAMATE	400 MG	EQUANIL [6118000010579] | EQUANIL [6118000010586]
6118000010630	ERYFLUID	ERYTHROMYCINE	4 %	ERYACNE [6118001071241] | ERYACNE [6118010035005]
6118000010647	ERYTHROCINE	ERYTHROMYCINE	500 MG	ERY 500 MG [6118000240334] | ERYTHROCINE [6118000010661] | MACROCID [6118000090434]
6118000010654	ERYTHROCINE	ERYTHROMYCINE	1 G	ABBOTICINE [6118000010050] | ERY 125 MG [6118000240310] | ERY 250 MG [6118000240327] | ERY 500 MG [6118000240334] | ERYACNE [6118001071241] | ERYACNE [6118010035005] | ERYFLUID [6118000010630] | ERYSOL [6118001150496] | ERYTHROCINE [6118000010647] | ERYTHROCINE [6118000010661] | MACROCID [6118000090434] | STIMYCINE [6118000050834]
6118000010661	ERYTHROCINE	ERYTHROMYCINE	500 MG	ERY 500 MG [6118000240334] | ERYTHROCINE [6118000010647] | MACROCID [6118000090434]
6118000010678	EUCALYPTINE	CINEOLE / CODEINE	1.07 / 6.1 MG / MG	
6118000010722	GASTROPULGITE	ATTAPULGITE DE MORMOIRON ACTIVEE / HYDROXYDE D'ALUMINIUM ET CARBONATE DE MAGNESIUM	2.5 / 0.5 G / G	
6118000010746	GINKOR PROCTO	EXTRAIT DE GINKGO BILOBA / HEPTAMINOL	15 / 300 MG / MG	
6118000010753	HALDOL FORT	HALOPERIDOL	2 MG	HALOPERIDOL PHARMA 5 [6118000090397]
6118000010760	HELMINTOX	PYRANTEL	250 MG	COMBANTRIN [6118000250111]
6118000010777	HELMINTOX	PYRANTEL	125 MG	COMBANTRIN [6118000250104] | COMBANTRIN [6118000250128]
6118000010784	HEPADIAL	ACIDE DIMECROTIQUE	50 MG	
6118000010791	HEXTRIL	HEXETIDINE	0.1 G	HEXIDYL [6118000190530] | HEXTRIL [6118000250753]
6118000010814	IDEOS	CALCIUM / COLECALCIFEROL (VITAMINE D3)	500 / 400 MG / UI	CALCIFIX VIT D3 [6118000021407] | FIXICAL D3 [6118000020868]
6118000010821	IKARAN	DIHYDROERGOTAMINE	2 MG	DHE [6118000030669]
6118000010838	IKARAN LP	DIHYDROERGOTAMINE	5 MG	SEGLOR [6118000011415]
6118000010845	IMODIUM	LOPERAMIDE	2 MG	LOPERIUM [6118000040521] | LORASEC [6118000300045] | STADIAR [6118000030454] | STADIAR [6118000031963]
6118000010852	INTETRIX	TILIQUINOL / TILBROQUINOL	50 / 200 MG / MG	INTETRIX [6118000010869]
6118000010869	INTETRIX	TILIQUINOL / TILBROQUINOL	50 / 200 MG / MG	INTETRIX [6118000010852]
6118000010876	ISKEDYL	DIHYDROERGOTAMINE / RAUBASINE	30 / 240 MG / MG	ISKEDYL [6118001181414] | ISKEDYL FORT [6118000010883]
6118000010883	ISKEDYL FORT	DIHYDROERGOTAMINE / RAUBASINE	19.2 / 2.4 MG / MG	ISKEDYL [6118000010876] | ISKEDYL [6118001181414]
6118000010890	ISOPRINOSINE	INOSINE ACEDOBENE DIMEPRANOL	500 MG	ISOPRINOSINE [6118000010906] | ISOPRINOSINE [6118000010913]
6118000010906	ISOPRINOSINE	INOSINE ACEDOBENE DIMEPRANOL	500 MG	ISOPRINOSINE [6118000010890] | ISOPRINOSINE [6118000010913]
6118000010913	ISOPRINOSINE	INOSINE ACEDOBENE DIMEPRANOL	500 MG	ISOPRINOSINE [6118000010890] | ISOPRINOSINE [6118000010906]
6118000010920	KETODERM	KETOCONAZOLE	2 %	KETODERM [6118001181490] | KETODERM [6118001181506]
6118000010937	LIPANTHYL	FENOFIBRATE	100 MG	FEBRATE [6118000331926] | FEBRATE [6118000331933] | FENOGAL [6118001070695] | FENOSUP LIDOSE [6118001071760] | LIPANTHYL [6118001181629] | LIPANTHYL [6118001181636] | LOFAT [6118000130109] | LOFAT [6118000130116]
6118000010944	LOCACID	TRETINOINE	15 MG	LOCACID [6118000012054]
6118000010951	LOCAPRED	DESONIDE	0.1 %	LOCATOP [6118000012061]
6118000010968	LUTENYL	NOMEGESTROL	5 MG	
6118000010999	MICROLAX	SORBITOL / CITRATE DE SODIUM	4.465 / 0.45 G / G	
6118000011002	MINIDRIL	LEVONORGESTREL / ETHINYLESTRADIOL	0.15 / 0.03 MG / MG	ADEPAL [6118000010098] | MICROGYNON 30 [6118001200108]
6118000011019	MIOREL	THIOCOLCHICOSIDE	4 MG	COLTRAMYL [6118000060666] | COLTRAMYL [6118000060673] | COLTRAX [6118000120322] | COLTRAX [6118000120339] | MIOREL [6118001181759]
6118000011033	MOTILIUM	DOMPERIDONE	10 MG	CINET [6118000280309] | CINET [6118000280316] | CINET [6118000280323] | DOMPELIUM [6118000310785] | DOMPELIUM 10 MG [6118010125584] | MOTI LYO [6118001183173] | MOTI LYO [6118010000676] | NAUSELIUM 10 MG [6118000091899] | PERIDYS [6118000011248]
6118000011040	MOTILIUM	DOMPERIDONE	1 MG/ML	CINET [6118000280330] | DOMPELIUM 1 MG / ML [6118010125591] | NAUSELIUM [6118000091882] | PERIDYS [6118000011255]
6118000011057	MUCICLAR ADULTE	CARBOCYSTEINE	5 %	BRONCHATHIOL ADULTE [6118000040132] | BRONCHOFLUIDE [6118000140078] | BRONCHOFLUIDE [6118000140085] | BRONCHOFLUIDE SANS SUCRE [6118000140108] | BRONCHOFLUIDE SANS SUCRE [6118000140115] | BRONCHOKOD [6118000140597] | BRONCHOKOD [6118000140603] | BRONCHOKOD SANS SUCRE [6118000140122] | BRONCHOKOD SANS SUCRE [6118000140528] | CARBOXYL [6118000050049] | HUMEX EXPECTORANT ADULTES [6118000280071] | MEDIBRONC ADULTE [6118000020370] | MUCICLAR ADULTE [6118000011064] | MUCILAR ADULTES [6118000250760] | MUCOCIL AD [6118000190608] | MUCOSTEINE [6118000090441] | MUCOSTEINE [6118010024719] | RHINATHIOL ADULTES EXPECTORANT [6118000061403] | RHINATHIOL ADULTES EXPECTORANT [6118000061410] | RHINATHIOL ADULTES EXPECTORANT [6118000061427]
6118000011064	MUCICLAR ADULTE	CARBOCYSTEINE	5 %	BRONCHATHIOL ADULTE [6118000040132] | BRONCHOFLUIDE [6118000140078] | BRONCHOFLUIDE [6118000140085] | BRONCHOFLUIDE SANS SUCRE [6118000140108] | BRONCHOFLUIDE SANS SUCRE [6118000140115] | BRONCHOKOD [6118000140597] | BRONCHOKOD [6118000140603] | BRONCHOKOD SANS SUCRE [6118000140122] | BRONCHOKOD SANS SUCRE [6118000140528] | CARBOXYL [6118000050049] | HUMEX EXPECTORANT ADULTES [6118000280071] | MEDIBRONC ADULTE [6118000020370] | MUCICLAR ADULTE [6118000011057] | MUCILAR ADULTES [6118000250760] | MUCOCIL AD [6118000190608] | MUCOSTEINE [6118000090441] | MUCOSTEINE [6118010024719] | RHINATHIOL ADULTES EXPECTORANT [6118000061403] | RHINATHIOL ADULTES EXPECTORANT [6118000061410] | RHINATHIOL ADULTES EXPECTORANT [6118000061427]
6118000011071	MUCICLAR ENFANT NOURRISSON	CARBOCYSTEINE	2 %	BRONCHATHIOL ENFANT/NOURRISSON [6118000040149] | BRONCHOCIST ADULTES [6118000180067] | BRONCHOCIST ADULTES [6118000180074] | BRONCHOCIST ENFANTS [6118000180050] | BRONCHOFLUIDE [6118000140092] | BRONCHOKOD [6118000140580] | CARBOXYL [6118000050032] | HUMEX EXPECTORANT ENFANTS ET NOURRISONS [6118000280064] | MEDIBRONC ENFANT [6118000020387] | MUCILAR ENFANTS ET NOURISSONS [6118000250777] | MUCOCIL ENF [6118000190592] | RHINATHIOL ENFANT ET NOURRISSON [6118000061434]
6118000011088	MUCINUM A L EXTRAIT CASCARA	SENE / CASCARA	30 / 40 MG / MG	
6118000011095	MUCOLATOR	ACETYLCYSTEINE	200 MG	FLUIMUCIL [6118000190431]
6118000011118	MYCOSTER	CICLOPIROXOLAMINE	1 %	BRUMIXOL [6118010023743] | MYCOSTER [6118000011125]
6118000011125	MYCOSTER	CICLOPIROXOLAMINE	1 %	BRUMIXOL [6118010023743] | MYCOSTER [6118000011118]
6118000011132	MYNOCINE	MINOCYCLINE	100 MG	MINOTREX [6118000120100]
6118000011156	NIZORAL	KETOCONAZOLE	200 MG	KETODERM [6118000010920] | KETODERM [6118001181490] | KETODERM [6118001181506]
6118000011187	ORALGAN CODEINE	PARACETAMOL / CODEINE	300 / 25 MG / MG	CEDOL 400 MG/20 MG [6118000180913] | CODOLIPRANE [6118000040217] | NO-DOL CODEINE 500MG/30MG [6118000061861] | NO-DOL CODEINE 500MG/30MG [6118010120633]
6118000011200	OTIPAX	PHENAZONE / LIDOCAINE	0.64 / 0.16 G / G	OTIPAX [6118000370024]
6118000011217	PANSORAL	SALISYLATE DE CHOLINE / CHLORURE DE CETALKONIUM	1.3 / 1.5 G / MG	PANSORAL [6118000012078]
6118000011224	PAXELADINE	OXELADINE	0.2 %	
6118000011231	PEDIAZOLE	ERYTHROMYCINE / SULFAFURAZOLE	200 / 600 MG / MG	
6118000011248	PERIDYS	DOMPERIDONE	10 MG	CINET [6118000280309] | CINET [6118000280316] | CINET [6118000280323] | DOMPELIUM [6118000310785] | DOMPELIUM 10 MG [6118010125584] | MOTI LYO [6118001183173] | MOTI LYO [6118010000676] | MOTILIUM [6118000011033] | NAUSELIUM 10 MG [6118000091899]
6118000011255	PERIDYS	DOMPERIDONE	1 MG/ML	CINET [6118000280330] | DOMPELIUM 1 MG / ML [6118010125591] | MOTILIUM [6118000011040] | NAUSELIUM [6118000091882]
6118000011262	PIMAFUCORT	NATAMYCINE / NEOMYCINE	0.2 / 1250 G / UI	
6118000011293	POLYSILANE	DIMETICONE	2.25 G	POLYSILANE [6118000011309] | POLYSILANE SANS SUCRE [6118000011316]
6118000011309	POLYSILANE	DIMETICONE	2.25 G	POLYSILANE [6118000011293] | POLYSILANE SANS SUCRE [6118000011316]
6118000011316	POLYSILANE SANS SUCRE	DIMETICONE	2.25 G	POLYSILANE [6118000011293] | POLYSILANE [6118000011309]
6118000011323	PRIMALAN	MEQUITAZINE	10 MG	PRIMALAN [6118000011330] | PRIMALAN [6118000011347]
6118000011330	PRIMALAN	MEQUITAZINE	5 MG	PRIMALAN [6118000011323] | PRIMALAN [6118000011347]
6118000011347	PRIMALAN	MEQUITAZINE	1.25 MG	PRIMALAN [6118000011323] | PRIMALAN [6118000011330]
6118000011354	PRIMPERAN	METOCLOPRAMIDE	10 MG	CLOPRAME [6118000030157] | CLOPRAME [6118000030164] | CLOPRAME [6118000031260] | CLOPRAME [6118000031277] | METAGLIZ [6118000080077] | METAGLIZ [6118000080084] | PRIMPERAN [6118000012559] | PRIMPERAN [6118000061359] | PRIMPERAN [6118000061632] | PRIMPERAN [6118001081264] | VOMISTOP 10 MG [6118000091943] | VOMISTOP 10 MG [6118000091950]
6118000011415	SEGLOR	DIHYDROERGOTAMINE	5 MG	IKARAN LP [6118000010838]
6118000011422	SENOPHILE	OXYDE DE ZINC / BENZOATE DE CHOLESTEROL	2.5 / 0.5 G / G	
6118000011439	SEPTIVON	TRICLOCARBAN	0.5 %	SEPTIVON [6118000011446]
6118000011446	SEPTIVON	TRICLOCARBAN	0.5 %	SEPTIVON [6118000011439]
6118000011453	SERC	BETAHISTINE	8 MG	VERTIS [6118000081395]
6118000011460	SMECTA	DIOSMECTITE	3 G	
6118000011477	SPASFON	TRIMETHYLPHLOROGLUCINOL / PHLOROGLUCINOL	80 / 80 MG / MG	SPASFON [6118000330219]
6118000011484	SPASFON 40 MG	PHLOROGLUCINOL / TRIMETHYLPHLOROGLUCINOL	40 / 0.04 MG / MG	SPASFON 40 MG [6118001271115]
6118000011491	SPASFON	PHLOROGLUCINOL / TRIMETHYLPHLOROGLUCINOL	150 / 150 MG / MG	MEGASFON [6118000091523] | MEGASFON [6118010116926] | SPASFON [6118000330226]
6118000011507	STEDIRIL	NORGESTREL / ETHINYLESTRADIOL	0.5 / 0.05 MG / MG	STEDIRIL [6118000011514]
6118000011514	STEDIRIL	NORGESTREL / ETHINYLESTRADIOL	0.5 / 0.05 MG / MG	STEDIRIL [6118000011507]
6118000011538	STIMOL	CITRULINE MALEATE	1 G	STIMOL [6118000370017] | STIMOL 1 G [6118001183975] | STIMOL 1 G [6118001310012]
6118000011545	TANAKAN	EXTRAIT DE GINKGO BILOBA	40 MG	TANAKAN [6118000011552]
6118000011552	TANAKAN	EXTRAIT DE GINKGO BILOBA	40 MG	TANAKAN [6118000011545]
6118000011569	TEMESTA	LORAZEPAM	1 MG	LORAZEPAM PHARMA [6118000310112]
6118000011576	TEMESTA	LORAZEPAM	2.5 MG	LORAZEPAM PHARMA [6118000310105]
6118000011583	TENORMINE	ATENOLOL	100 MG	ATENOR [6118000120056] | ATENOR [6118000120063] | ATENOR [6118000120070] | NORMATENS [6118000210092] | NORMATENS [6118000210108] | NORMET [6118000130208] | TENOCAN [6118000310297] | TENORMINE [6118000011590] | XYTENOL [6118000081296] | XYTENOL [6118000081302] | XYTENOL [6118000081319] | ZOTROL [6118000032830] | ZOTROL [6118000032847] | ZOTROL [6118000032854]
6118000011590	TENORMINE	ATENOLOL	100 MG	ATENOR [6118000120056] | ATENOR [6118000120063] | ATENOR [6118000120070] | NORMATENS [6118000210092] | NORMATENS [6118000210108] | NORMET [6118000130208] | TENOCAN [6118000310297] | TENORMINE [6118000011583] | XYTENOL [6118000081296] | XYTENOL [6118000081302] | XYTENOL [6118000081319] | ZOTROL [6118000032830] | ZOTROL [6118000032847] | ZOTROL [6118000032854]
6118000011613	THEOSTAT LP	THEOPHYLLINE	100 MG	MICROPHYLLINE [6118001010073] | THEOPHYLLINE BRUNEAU ENFANT [6118000180487]
6118000011620	THEOSTAT LP	THEOPHYLLINE	300 MG	MICROPHYLLINE [6118001010097] | XANTHIUM LP [6118001070688]
6118000011705	TILDIEM	DILTIAZEM	60 MG	ALTIAZEM [6118001150014] | TIAZEM [6118010025556] | TILDIEM [6118000061533] | ZILDEN [6118010025815]
6118000011712	TOTHEMA	FER / MANGANESE	50 / 1.33 MG / MG	
6118000011729	TRANSILANE	HEMICELLULOSE DE PSYLLIUM	2.816 G	
6118000011736	TRANXENE	CLORAZEPATE	10 MG	TRANXENE [6118000011743] | TRANXILIUM [6118001182404]
6118000011743	TRANXENE	CLORAZEPATE	5 MG	TRANXENE [6118000011736] | TRANXILIUM [6118001182404]
6118000011774	ULTRA-LEVURE	SACCHAROMYCES BOULARDII	250 MG	ULTRA-LEVURE [6118000011781] | ULTRA-LEVURE 250MG [6118001310029] | ULTRA-LEVURE 250MG [6118001310036]
6118000011781	ULTRA-LEVURE	SACCHAROMYCES BOULARDII	250 MG	ULTRA-LEVURE [6118000011774] | ULTRA-LEVURE 250MG [6118001310029] | ULTRA-LEVURE 250MG [6118001310036]
6118000011798	VERMOX	MEBENDAZOLE	500 MG	VERMOX [6118000011804] | VERMOX [6118000012092]
6118000011804	VERMOX	MEBENDAZOLE	100 MG/5ML	VERMOX [6118000011798] | VERMOX [6118000012092]
6118000011835	ZECLAR	CLARITHROMYCINE	250 MG	CLADIA [6118000280408] | CLADIA [6118000280415] | CLADIA [6118000280422] | CLARIL [6118000190998] | ERACID [6118000140948] | KLARCINE 250 MG [6118001240043] | KLARCINE 250 MG [6118010117831] | POLYCLAR [6118000120216]
6118000011842	ZECLAR	CLARITHROMYCINE	500 MG	C-BAC 500 MG [6118000242161] | C-BAC 500 MG [6118000242178] | CLADIA [6118000280439] | CLADIA [6118000280446] | CLADIA [6118000280453] | CLARIL [6118000191001] | CLAZEN [6118000330462] | ERACID [6118000140931] | KLARCINE 500 MG [6118001240050] | KLARCINE 500 MG [6118010117848] | MONOZECLAR 500 MG [6118001183821] | MONOZECLAR 500 MG [6118001183838] | MONOZECLAR 500 MG [6118010118654] | MONOZECLAR 500 MG [6118010118661]
6118000011972	COLPRONE	MEDROGESTONE	5 MG	
6118000011989	CUTISAN	TRICLOCARBAN	1.2 G	SEPTIVON [6118000011439] | SEPTIVON [6118000011446] | SOLUBACTER [6118000012085] | SOLUBACTER [6118010117428]
6118000012016	FULCINE	GRISEOFULVINE	125 MG	GRISEO [6118000030317] | GRISEOPHARM [6118000090366]
6118000012023	GYNO-PEVARYL	ECONAZOLE	150 MG	FUNGILYSE [6118000031475] | GYNO-PEVARYL LP [6118001181261] | MYCODERME 150 MG [6118000230168] | PEVAGINE [6118000090588]
6118000012030	HEPT-A-MYL	HEPTAMINOL	30.5 %	HEPT-A-MYL [6118000012160]
6118000012054	LOCACID	TRETINOINE	15 MG	LOCACID [6118000010944]
6118000012061	LOCATOP	DESONIDE	0.1 %	LOCAPRED [6118000010951]
6118000012078	PANSORAL	SALISYLATE DE CHOLINE / CHLORURE DE CETALKONIUM	1.3 / 1.5 G / MG	PANSORAL [6118000011217]
6118000012085	SOLUBACTER	TRICLOCARBAN	1 %	SOLUBACTER [6118010117428]
6118000012092	VERMOX	MEBENDAZOLE	100 MG	VERMOX [6118000011798] | VERMOX [6118000011804]
6118000012153	DOGMATIL	SULPIRIDE	0.5 G/100ML	DOGMATIL [6118010017490]
6118000012160	HEPT-A-MYL	HEPTAMINOL	187.8 MG	HEPT-A-MYL [6118000012030]
6118000012177	ISOPRINOSINE	INOSINE ACEDOBENE DIMEPRANOL	5 %	ISOPRINOSINE [6118000010890] | ISOPRINOSINE [6118000010906] | ISOPRINOSINE [6118000010913]
6118000012184	PEVARYL	ECONAZOLE	1 %	FUNGILYSE [6118000030249] | FUNGILYSE [6118000031451] | MYCODERME 1% [6118000230144] | MYCODERME 1% [6118000230151] | PEVAGINE [6118000090571] | PEVARYL [6118000012191] | PEVARYL [6118001181964]
6118000012191	PEVARYL	ECONAZOLE	1 %	FUNGILYSE [6118000030249] | FUNGILYSE [6118000031451] | MYCODERME 1% [6118000230144] | MYCODERME 1% [6118000230151] | PEVAGINE [6118000090571] | PEVARYL [6118000012184] | PEVARYL [6118001181964]
6118000012221	PRIMPERAN	METOCLOPRAMIDE	0.1 %	CLOPRAME [6118000031291] | PRAMIDOL [6118010000379] | PRIMPERAN [6118010017773] | VOMISTOP 0.1 % [6118000091967]
6118000012238	PRIMPERAN	METOCLOPRAMIDE	0.26 %	CLOPRAME [6118000031284] | PRAMIDOL [6118010000669] | PRIMPERAN [6118000061755] | PRIMPERAN [6118010017797]
6118000012252	BAUME SLOAN	CAMPHRE OFFICINAL	1 G	BAUME SLOAN [6118000250791]
6118000012269	VIVACALCIUM	MULTIPLE	NA	CEPHYL [6118001150687] | CEPHYL [6118010001765] | HYDROSOL POLYVITAMINE [6118000061274] | KLEAN PREP [6118001100330] | NONAN [6118001230082] | OLIGO-ELEMENTS [6118000320081] | OLIGO-ELEMENTS [6118010019029] | SYNTHOL [6118000161233] | VITRIMIX KV * [6118001121052]
6118000012276	THIOBACTIN	THIAMPHENICOL	750 MG	THIOBACTIN [6118000061496] | THIOBACTIN [6118010017933]
6118000012283	AVD VIT B1 C DEROL	ACIDE ACETYLSALICYLIQUE / ACIDE ASCORBIQUE (VITAMINE C)	330 / 200 MG / MG	SEDERGINE [6118000030881]
6118000012290	GINKOR FORT	EXTRAIT DE GINKGO BILOBA / HEPTAMINOL / TROXERUTINE	14 / 300 / 300 MG / MG / MG	
6118000012306	BARALGIN M	METAMIZOLE	2.5 G	NOVALGINE [6118000012429] | NOVALGINE [6118010028991]
6118000012313	BARALGIN M	METAMIZOLE	500 MG	NOVALGINE [6118000012412] | NOVALGINE [6118010029011]
6118000012320	BARALGIN M AD	METAMIZOLE	1 G	NOVALGINE [6118000012399] | NOVALGINE [6118010028984]
6118000012337	DIAMOX	ACETAZOLAMIDE	250 MG	
6118000012344	GARDENAL	PHENOBARBITAL	50 MG	GARDENAL [6118001182886] | GARDENAL [6118001182893]
6118000012351	HOSTACYCLINE	TETRACYCLINE	500 MG	TEPHACYCLINE [6118010025525] | TETRA 500 [6118000032311]
6118000012368	IMOVANE	ZOPICLONE	7.5 MG	
6118000012375	LARGACTIL	CHLORPROMAZINE	100 MG	LARGACTIL [6118000012382] | LARGACTIL [6118001182916]
6118000012382	LARGACTIL	CHLORPROMAZINE	25 MG	LARGACTIL [6118001182916]
6118000012399	NOVALGINE	METAMIZOLE	1 G	BARALGIN M AD [6118000012320] | NOVALGINE [6118010028984]
6118000012405	NOVALGINE	METAMIZOLE	5 %	NOVALGINE [6118010029004]
6118000012412	NOVALGINE	METAMIZOLE	500 MG	BARALGIN M [6118000012313] | NOVALGINE [6118010029011]
6118000012429	NOVALGINE	METAMIZOLE	2.5 G	BARALGIN M [6118000012306] | NOVALGINE [6118010028991]
6118000012436	NOZINAN	LEVOMEPROMAZINE	25 MG	LEVOMAZINE POLYMEDIC [6118000121152] | LEVOMAZINE POLYMEDIC [6118000121169] | NOZINAN [6118001182961]
6118000012443	NOZINAN	LEVOMEPROMAZINE	100 MG	LEVOMAZINE POLYMEDIC [6118000121152] | LEVOMAZINE POLYMEDIC [6118000121169] | NOZINAN [6118000012436] | NOZINAN [6118001182961] | NOZINAN [6118001182978]
6118000012450	SURGESTONE	PROMEGESTONE	0.25 MG	SURGESTONE [6118010029745]
6118000012467	SURGESTONE	PROMEGESTONE	0.5 MG	SURGESTONE [6118010029752]
6118000012474	TERALITHE	LITHIUM	250 MG	
6118000012481	GLIMEWIN	GLIMEPIRIDE	1 MG	AGLIM 1 MG [6118010125683] | AMAREL [6118000060024] | AMAREL [6118000061786] | GEPRID [6118000241454] | GEPRID [6118000241935] | GEPRID [6118000241942] | GEPRID [6118010000188] | GEPRID [6118010119644] | GEPRID [6118010119651] | GLEMA [6118000041191] | GLIMEWIN [6118010115271] | GLYSET [6118000130581] | ODIA [6118000022015] | ODIA [6118000022022]
