CODE_BARRES	NOM_COMMERCIAL	PRINCIPE_ACTIF	DOSAGE	EQUIVALENTS
6118001090747	BONEFOS 800 MG	CLODRONATE DISODIQUE	800 MG	
6118001090754	QLAIRA	VALERATE D'ESTRADIOL / DIENOGEST	NA	
6118001090761	VISANNE 2 MG	DIENOGEST	2 MG	
6118001090778	XARELTO RIVAROXABAN COMPRIME PELLICULE à	1 BOITE 14	15 MG	LANZEN [6118010132605]
6118001090785	XARELTO RIVAROXABAN COMPRIME PELLICULE à	1 BOITE 42	15 MG	
6118001090792	XARELTO RIVAROXABAN COMPRIME PELLICULE à	1 BOITE 14	20 MG	OZIL PLUS [6118010146350] | RANCIPHEX [6118010142123] | VYOXET FLUOXETINE GELULE à [6118000083245]
6118001090808	XARELTO RIVAROXABAN COMPRIME PELLICULE à	1 BOITE 28	20 MG	GIOTRIF [6118001040933] | OZIL PLUS [6118010146367] | PERLO PRAVASTATINE COMPRIME SECABLE à [6118000093794] | RANCIPHEX [6118010142130] | RENITEC ENALAPRIL COMPRIME SECABLE à [6118001185979] | VYOXET FLUOXETINE GELULE à [6118000083252]
6118001090815	EYLEA 1 FLACON	9035,00 0,00 NON	2 ML	EYLEA 1 FLACON [6118010141737]
6118001090846	MICROGYNON 30 1 BOITE 21 DRAGEE 8,80 0,00 NON			
6118001090853	KOVALTRY	OCTOCOG ALPHA (FVIII	250 UI	KOVALTRY [6118001090860] | KOVALTRY [6118001090877]
6118001090860	KOVALTRY	OCTOCOG ALPHA (FVIII	500 UI	KOVALTRY [6118001090853] | KOVALTRY [6118001090877]
6118001090877	KOVALTRY	OCTOCOG ALPHA (FVIII	1000 UI	KOVALTRY [6118001090853] | KOVALTRY [6118001090860]
6118001100019	IMUSPORIN	CICLOSPORINE	25 MG	EQUORAL [6118001000135] | EQUORAL [6118001000142] | NEORAL [6118001120710] | SANDIMMUN [6118001120796]
6118001100026	IMUSPORIN	CICLOSPORINE	50 MG	EQUORAL [6118001000159] | EQUORAL [6118001000166] | NEORAL [6118001120727] | SANDIMMUN [6118001120772] | SANDIMMUN [6118001121076] | SANDIMMUN [6118001121083]
6118001100033	IMUSPORIN	CICLOSPORINE	100 MG	EQUORAL [6118001000173] | EQUORAL [6118001000180] | EQUORAL [6118001000197] | NEORAL [6118001120697] | NEORAL [6118001120703] | NEORAL [6118001120734] | SANDIMMUN [6118001120765] | SANDIMMUN [6118001120789] | SANDIMMUN [6118001120802]
6118001100040	ZIDOVIR	ZIDOVUDINE	100 MG	RETROVIR [6118001141029]
6118001100057	ZIDOVIR	ZIDOVUDINE	50 MG	RETROVIR [6118001141012]
6118001100064	OEDES	OMEPRAZOLE	20 MG	ALZOLE [6118000050407] | ALZOLE 20 MG [6118000051015] | ALZOLE 20 MG [6118000051022] | ALZOLE 20 MG [6118010118333] | AULCER 20 MG [6118001220038] | AULCER 20 MG [6118001220045] | BELMAZOL 20MG [6118000070122] | BELMAZOL 20MG [6118000070139] | BELMAZOL 20MG [6118000071624] | IPP [6118000190547] | IPP [6118000191049] | IXOR [6118000032786] | IXOR [6118000032793] | IXOR [6118000032809] | KALEST [6118000340041] | KALEST [6118000340058] | KALEST [6118000340065] | KALEST [6118010035685] | KALEST [6118010035692] | KALEST [6118010035708] | MOPRAL [6118001020652] | OEDES [6118001100071] | OEDES [6118001100088] | OEDES 20 MG [6118000082026] | OMEGEN [6118000130017] | OMEGEN [6118000130024] | OMEGEN [6118000130031] | OMEPRAL [6118000240570] | OMEPRAL [6118000240587] | OMEPRAL [6118000240594] | OMIZ 20 MG [6118000092414] | OMIZ 20 MG [6118000092421] | OMIZ 20 MG [6118000092438] | OPRA DEVA [6118000410270] | OPRA DEVA [6118000410287] | OPRA DEVA [6118000410294] | OZIL PLUS [6118000331247] | OZIL PLUS [6118000331254] | PRAZOL [6118000040644] | PRAZOL [6118000040996] | PRAZOL [6118000041009] | PROCLOR [6118000070726] | PROCLOR [6118000071457] | PROCLOR [6118010020353] | PROGAST [6118000210061] | PROGAST [6118000210078] | PROGAST [6118000210115] | PROGAST [6118010116841] | PROTON [6118001250462] | PROTON [6118001250479] | PROTON [6118010020360] | PROTON [6118010020377] | ZAURAC [6118000400110] | ZAURAC [6118000400127] | ZAURAC [6118000400134]
6118001100071	OEDES	OMEPRAZOLE	20 MG	ALZOLE [6118000050407] | ALZOLE 20 MG [6118000051015] | ALZOLE 20 MG [6118000051022] | ALZOLE 20 MG [6118010118333] | AULCER 20 MG [6118001220038] | AULCER 20 MG [6118001220045] | BELMAZOL 20MG [6118000070122] | BELMAZOL 20MG [6118000070139] | BELMAZOL 20MG [6118000071624] | IPP [6118000190547] | IPP [6118000191049] | IXOR [6118000032786] | IXOR [6118000032793] | IXOR [6118000032809] | KALEST [6118000340041] | KALEST [6118000340058] | KALEST [6118000340065] | KALEST [6118010035685] | KALEST [6118010035692] | KALEST [6118010035708] | MOPRAL [6118001020652] | OEDES [6118001100064] | OEDES [6118001100088] | OEDES 20 MG [6118000082026] | OMEGEN [6118000130017] | OMEGEN [6118000130024] | OMEGEN [6118000130031] | OMEPRAL [6118000240570] | OMEPRAL [6118000240587] | OMEPRAL [6118000240594] | OMIZ 20 MG [6118000092414] | OMIZ 20 MG [6118000092421] | OMIZ 20 MG [6118000092438] | OPRA DEVA [6118000410270] | OPRA DEVA [6118000410287] | OPRA DEVA [6118000410294] | OZIL PLUS [6118000331247] | OZIL PLUS [6118000331254] | PRAZOL [6118000040644] | PRAZOL [6118000040996] | PRAZOL [6118000041009] | PROCLOR [6118000070726] | PROCLOR [6118000071457] | PROCLOR [6118010020353] | PROGAST [6118000210061] | PROGAST [6118000210078] | PROGAST [6118000210115] | PROGAST [6118010116841] | PROTON [6118001250462] | PROTON [6118001250479] | PROTON [6118010020360] | PROTON [6118010020377] | ZAURAC [6118000400110] | ZAURAC [6118000400127] | ZAURAC [6118000400134]
6118001100088	OEDES	OMEPRAZOLE	20 MG	ALZOLE [6118000050407] | ALZOLE 20 MG [6118000051015] | ALZOLE 20 MG [6118000051022] | ALZOLE 20 MG [6118010118333] | AULCER 20 MG [6118001220038] | AULCER 20 MG [6118001220045] | BELMAZOL 20MG [6118000070122] | BELMAZOL 20MG [6118000070139] | BELMAZOL 20MG [6118000071624] | IPP [6118000190547] | IPP [6118000191049] | IXOR [6118000032786] | IXOR [6118000032793] | IXOR [6118000032809] | KALEST [6118000340041] | KALEST [6118000340058] | KALEST [6118000340065] | KALEST [6118010035685] | KALEST [6118010035692] | KALEST [6118010035708] | MOPRAL [6118001020652] | OEDES [6118001100064] | OEDES [6118001100071] | OEDES 20 MG [6118000082026] | OMEGEN [6118000130017] | OMEGEN [6118000130024] | OMEGEN [6118000130031] | OMEPRAL [6118000240570] | OMEPRAL [6118000240587] | OMEPRAL [6118000240594] | OMIZ 20 MG [6118000092414] | OMIZ 20 MG [6118000092421] | OMIZ 20 MG [6118000092438] | OPRA DEVA [6118000410270] | OPRA DEVA [6118000410287] | OPRA DEVA [6118000410294] | OZIL PLUS [6118000331247] | OZIL PLUS [6118000331254] | PRAZOL [6118000040644] | PRAZOL [6118000040996] | PRAZOL [6118000041009] | PROCLOR [6118000070726] | PROCLOR [6118000071457] | PROCLOR [6118010020353] | PROGAST [6118000210061] | PROGAST [6118000210078] | PROGAST [6118000210115] | PROGAST [6118010116841] | PROTON [6118001250462] | PROTON [6118001250479] | PROTON [6118010020360] | PROTON [6118010020377] | ZAURAC [6118000400110] | ZAURAC [6118000400127] | ZAURAC [6118000400134]
6118001100248	DIFRAREL E	EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE / ACETATE D'ALPHA-TOCOPHEROL	50 / 50 MG / MG	
6118001100255	DIFRAREL	EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE / CAROTENE	100 / 5 MG / MG	
6118001100262	HEPARINE SODIQUE LEURQUIN	HEPARINE SODIQUE	25000 UI	LIOTON [6118001150021]
6118001100279	DACRYOBORALINE	SYNEPHRINE	50 MG	
6118001100286	DACRYOSERUM	ACIDE BORIQUE / BORATE DE SODIUM	1.8 / 1.2 G / G	
6118001100293	METEOSPASMYL	ALVERINE / SIMETHICONE	60 / 300 MG / MG	
6118001100309	DETENSIEL	BISOPROLOL	10 MG	BIPROL POLYMEDIC [6118001200825] | BIPROL POLYMEDIC [6118010118197] | BISOCARD [6118000331834] | CARDENSIEL 10 MG [6118001100897] | DETENSIEL [6118001101788] | SOPROL [6118001182183]
6118001100316	LEVOTHYROX	LEVOTHYROXINE SODIQUE	50 µG	LETROX [6118001370016] | LETROX [6118001370023]
6118001100323	LEVOTHYROX	LEVOTHYROXINE SODIQUE	100 µG	LETROX [6118001370016] | LETROX [6118001370023] | LEVOTHYROX [6118001100316] | LEVOTHYROX [6118001101122] | LEVOTHYROX [6118001101139] | THYROXIZEN [6118001273393]
6118001100330	KLEAN PREP	MULTIPLE	NA	CEPHYL [6118001150687] | CEPHYL [6118010001765] | HYDROSOL POLYVITAMINE [6118000061274] | NONAN [6118001230082] | OLIGO-ELEMENTS [6118000320081] | OLIGO-ELEMENTS [6118010019029] | SYNTHOL [6118000161233] | VITRIMIX KV * [6118001121052] | VIVACALCIUM [6118000012269]
6118001100347	MOVICOL	MACROGOL 3350	13.125 G	
6118001100354	NORMACOL LAVEMENT AD	PHOSPHATE MONOSODIQUE / PHOSPHATE DISODIQUE	23.66 / 10.4 G / G	
6118001100361	NORMACOL LAVEMENT ENF	PHOSPHATE DISODIQUE / PHOSPHATE MONOSODIQUE	4.8 / 10.92 G / MG	
6118001100378	STERDEX	DEXAMETHASONE / OXYTETRACYCLINE	0.267 / 1335 MG / MG	
6118001100385	ANDRIOL PM	TESTOSTERONE	40 MG	ANDRIOL GM [6118001100392]
6118001100392	ANDRIOL GM	TESTOSTERONE	40 MG	ANDRIOL PM [6118001100385]
6118001100408	DIVINA	ESTRADIOL / MEDROXYPROGESTERONE	2 / 10 MG / MG	
6118001100415	ESMERON	ROCURONIUM	50 MG	
6118001100422	GRACIAL	DESOGESTREL / ETHINYLESTRADIOL	125 / 30 µG / µG	MERCILON [6118001100446] | MICRODIOL [6118000080770]
6118001100439	LIVIAL	TIBOLONE	2.5 MG	
6118001100446	MERCILON	DESOGESTREL / ETHINYLESTRADIOL	0.15 / 0.02 MG / MG	GRACIAL [6118001100422] | MICRODIOL [6118000080770]
6118001100453	NORCURON	VECURONIUM	4 MG	NORCURON [6118001100477]
6118001100477	NORCURON	VECURONIUM	10 MG	NORCURON [6118001100453]
6118001100484	ORGALUTRAN	GANIRELIX	0.25 MG	ORGALUTRAN [6118001100996]
6118001100491	OVESTIN	ESTRIOL	1 MG	OVESTIN [6118001100507]
6118001100507	OVESTIN	ESTRIOL	0.5 MG	OVESTIN [6118001100491]
6118001100514	PAVULON	PANCURONIUM	4 MG	
6118001100521	PREGNYL	GONADOTROPHINE CHORIONIQUE HUMAINE (HCG)	5000 UI	PREGNYL [6118001160518] | PREGNYL [6118010018909]
6118001100538	PUREGON	FOLLITROPINE BETA	50 UI	PUREGON [6118001100545]
6118001100545	PUREGON	FOLLITROPINE BETA	50 UI	PUREGON [6118001100538]
6118001100569	PUREGON	FOLLITROPINE BETA	100 UI	PUREGON [6118001100538] | PUREGON [6118001100545]
6118001100576	DALACINE T TOPIC	CLINDAMYCINE	10 MG	
6118001100583	TROBICINE	SPECTINOMYCINE	2 G	
6118001100590	ENOXOR	ENOXACINE	200 MG	
6118001100606	OSSOPAN	COMPLEXE OSSEINE HYDROXYAPATITE	600 MG	
6118001100613	TARDYFERON	FER	80 MG	ENCIFER 100MG/5ML [6118001290086] | FER UCB [6118000020196] | FERMED [6118001360031] | FERPLEX [6118001440016] | FERPLEX 40 MG/15 ML [6118001220366] | FUMAFER [6118000180371] | IV-FER [6118001230860] | MALTOFER [6118000220244] | MALTOFER [6118000330325] | VENOFER 100 MG/5ML [6118001030378] | VENOFER 100 MG/5ML [6118001210152]
6118001100620	TARDYFERON B9	ACIDE FOLIQUE / FER	0.35 / 50 MG / MG	
6118001100637	HALOTHANE	HALOTHANE	100 %	
6118001100644	CROMABAK	CROMOGLYCATE DE SODIUM	20 MG	ALLERGO-COMOD [6118001110285] | ALLERGOCROM [6118001110315]
6118001100651	LARMABAK	CHLORURE DE SODIUM	90 MG	CHLORURE DE SODIUM 0.9% [6118000020097] | CHLORURE DE SODIUM 0.9% [6118000020103] | CHLORURE DE SODIUM 0.9% [6118000020974] | CHLORURE DE SODIUM 0.9% SOTHEMA [6118000021575] | CHLORURE DE SODIUM LAPROPHAN [6118000030133] | CHLORURE DE SODIUM LAPROPHAN [6118000032465] | CHLORURE DE SODIUM LAPROPHAN [6118000032472] | CHLORURE DE SODIUM LAPROPHAN [6118000032489] | CHLORURE DE SODIUM LAPROPHAN [6118000032496] | CHLORURE DE SODIUM LAPROPHAN [6118000032502] | CHLORURE DE SODIUM LAPROPHAN [6118000032519] | SODIUM CHLORURE PROMOPHARM [6118000241072] | SODIUM CHLORURE PROMOPHARM [6118000241089] | SODIUM CHLORURE PROMOPHARM [6118000241096] | SODIUM CHLORURE PROMOPHARM [6118000241348] | SODIUM CHLORURE PROMOPHARM [6118000241355] | SODIUM CHLORURE PROMOPHARM [6118000241362] | URO 3000 CHLORURE DE SODIUM AGUETTANT [6118001230051]
6118001100668	NAAXIA	ACIDE N-ACETYL ASPARTYLGLUTAMIQUE	4.9 G	
6118001100675	TIMABAK	TIMOLOL	0.25 %	CUSIMOLOL [6118001250240] | CUSIMOLOL [6118010019777] | TIM-87 0,25 % [6118010025563] | TIM-87 0,25 % [6118010025570] | TIMO-COMOD [6118001110292] | TIMOLOL-POS [6118001110346] | TIMOPTOL [6118001160228]
6118001100682	TIMABAK	TIMOLOL	0.5 %	CUSIMOLOL [6118001250257] | CUSIMOLOL [6118010019760] | TIM-87 0,5 % [6118010025587] | TIM-87 0,5 % [6118010025594] | TIMO-COMOD [6118001110308] | TIMOLOL-POS [6118001110339] | TIMOPTOL [6118001160211] | TIMOPTOL LP [6118001160303]
6118001100699	AIRCORT	BECLOMETASONE	250 µG	BECLOJET [6118001260041] | CLENIL FORTE [6118000241201] | CORTIVENT [6118001250202] | CORTIVENT [6118010019722]
6118001100705	CERAZETTE	DESOGESTREL	0.075 MG	
6118001100712	DILATOR	SALBUTAMOL	100 µG	BULMOL [6118001000258] | BUTAMYL [6118000190196] | BUTOVENT [6118000241188] | DILATOR ECOSPRAY [6118001101474] | DILATOR ECOSPRAY [6118010000829] | INALER [6118001250349] | INALER [6118010020049] | MAGISTRAL [6118001184071] | MAGISTRAL [6118001220144] | VENTOLINE [6118001141258] | VITAIR [6118001110124]
6118001100729	DINEX	DIDANOSINE	100 MG	VIDEX [6118001182787]
6118001100743	DUOVIR	LAMIVUDINE / ZIDOVUDINE	150 / 300 MG / MG	AVOCOMB [6118001250073] | AVOCOMB [6118010019302] | COMBIVIR [6118000140213] | COMBIVIR [6118001140213]
6118001100750	EFAVIR	EFAVIRENZ	200 MG	AVIRANZ [6118001250721] | STOCRIN [6118001160204]
6118001100767	EFAVIR	EFAVIRENZ	600 MG	AVIRANZ [6118001250769] | STOCRIN [6118001160198]
6118001100774	FORTAIR	FORMOTEROL	12 µG	BRONCOTEC [6118001250837] | BRONCOTEC [6118001250844] | BRONCOTEC [6118001250851] | FORADIL [6118001030194] | FORMALAIRE [6118001320455] | FORMOTEROL SMB 12 µG [6118001320011]
6118001100781	HYDROCORTISONE LEURQUIN	HYDROCORTISONE	100 MG	HYDROCORTISONE LEURQUIN [6118010006982]
6118001100798	LANSOYL GEL	PARAFFINE LIQUIDE	78 G	
6118001100804	NEVIMUNE	NEVIRAPINE	200 MG	NEVIPAN [6118001250387] | NEVIPAN [6118010020186]
6118001100811	TRIOMUNE 30	STAVUDINE / LAMIVUDINE	30 / 150 MG / MG	TRIOMUNE 40 [6118001100828]
6118001100828	TRIOMUNE 40	STAVUDINE / LAMIVUDINE	40 / 150 MG / MG	TRIOMUNE 30 [6118001100811]
6118001100835	UMAX 400 µG LP	TAMSULOSINE	0.4 MG	CONTIFLO OD [6118001300549] | CONTIFLO OD [6118001300556] | CONTIFLO OD [6118001300563] | TAMSULOSINE WIN L.P [6118000013204] | TAMSULOSINE WIN L.P [6118000062257] | TENEF LP [6118000490012] | TENEF LP [6118000490029] | UMAX 400 µG LP [6118001101795] | UMAX 400 µG LP [6118001101917] | UMAX 400 µG LP [6118010119576]
6118001100842	CARDENSIEL 1.25 MG	BISOPROLOL	1.25 MG	BIPROL POLYMEDIC [6118000121299] | BIPROL POLYMEDIC [6118000121305] | BIPROL POLYMEDIC [6118001200825] | BIPROL POLYMEDIC [6118010118197] | BISOCARD [6118000331797] | BISOCARD [6118000331810] | BISOCARD [6118000331834] | CARDENSIEL [6118001100859] | CARDENSIEL [6118001100873] | CARDENSIEL 10 MG [6118001100897] | DETENSIEL [6118001100309] | DETENSIEL [6118001101788] | SOPROL [6118001182183]
6118001100859	CARDENSIEL	BISOPROLOL	2.5 MG	BIPROL POLYMEDIC [6118000121299] | BIPROL POLYMEDIC [6118000121305] | BIPROL POLYMEDIC [6118001200825] | BIPROL POLYMEDIC [6118010118197] | BISOCARD [6118000331797] | BISOCARD [6118000331810] | BISOCARD [6118000331834] | CARDENSIEL [6118001100873] | CARDENSIEL 1.25 MG [6118001100842] | CARDENSIEL 10 MG [6118001100897] | DETENSIEL [6118001100309] | DETENSIEL [6118001101788] | SOPROL [6118001182183]
6118001100873	CARDENSIEL	BISOPROLOL	5 MG	BIPROL POLYMEDIC [6118000121305] | BISOCARD [6118000331810]
6118001100897	CARDENSIEL 10 MG	BISOPROLOL	10 MG	BIPROL POLYMEDIC [6118001200825] | BIPROL POLYMEDIC [6118010118197] | BISOCARD [6118000331834] | DETENSIEL [6118001100309] | DETENSIEL [6118001101788] | SOPROL [6118001182183]
6118001100927	DOCETAXEL COOPER 20 MG	DOCETAXEL	20 MG	DOCETAXEL HOSPIRA 10 MG/ML [6118001251247] | DOCEWIN 20 MG/0.5 ML [6118001183661] | LEXUS [6118001000272] | OKA-DOCETAXEL [6118001150434] | TAXOTERE 20 MG/0.5 ML [6118001080700]
6118001100934	DOCETAXEL COOPER 80 MG	DOCETAXEL	80 MG	DOCETAXEL HOSPIRA 10 MG/ML [6118001251254] | DOCEWIN 80 MG/2 ML [6118001183678] | LEXUS [6118001000289] | OKA-DOCETAXEL [6118001150441] | TAXOTERE 80 MG/2 ML [6118001080717]
6118001100965	LAMIVIR	LAMIVUDINE	150 MG	AVOLAM [6118001250080] | AVOLAM [6118010019319] | EPIVIR [6118000140275] | EPIVIR [6118001140275] | LAMIVIR [6118010007040]
6118001100972	LAMIVIR	LAMIVUDINE	50 MG	LAMIVIR [6118010007033]
6118001100996	ORGALUTRAN	GANIRELIX	0.25 MG	ORGALUTRAN [6118001100484]
6118001101009	PACLITAXEL COOPER	PACLITAXEL	30 MG	ACUPAXIL-30 [6118001270880] | ACUPAXIL-30 [6118010120732] | ANZATAX [6118001250035] | ANZATAX [6118010019265] | AZANTAX [6118010118258] | EBETAXEL [6118001200443] | OKA-PACLITAXEL [6118001150878] | PACLITAXEL MYLAN PHARMA 30 MG/5ML [6118001021345] | PACLITAXEL PHARMACHEMIE 6MG/ML [6118001230303] | PAXEL [6118001000029] | TAXOL [6118001182770]
6118001101016	PACLITAXEL COOPER	PACLITAXEL	100 MG	EBETAXEL [6118001200436] | OKA-PACLITAXEL [6118001150885] | PACLITAXEL MYLAN PHARMA 100 MG/16.7 ML [6118001021352] | PACLITAXEL PHARMACHEMIE 6MG/ML [6118001230297]
6118001101023	SICCAFLUID	CARBOMERE 474 P	2.5 MG	SICCAFLUID [6118010116049]
6118001101030	TEGUMA	TERBINAFINE	250 MG	LAMISIL [6118001120550] | LAMISIL [6118001120567] | LIFONGID [6118001280032] | LIFONGID [6118010116407] | LIFONGID 250MG [6118001280018] | LIFONGID 250MG [6118001280025] | LIFONGID 250MG [6118010116339] | LIFONGID 250MG [6118010116377] | ONIFINE [6118001151028] | ONIFINE [6118001151035] | ONIFINE [6118010116353] | ONIFINE [6118010116384] | ONYCAL [6118001380299] | ONYCAL [6118001380305] | ONYCAL [6118001380312] | TEGUMA [6118001101047] | TEGUMA [6118001101054] | TEGUMA [6118010020483] | TEGUMA [6118010020490] | TERBINAFINE GT [6118001270293] | TERBINAFINE GT [6118001270309] | TERBINAFINE GT [6118001270316] | TERBINAFINE GT [6118010116346] | TERBINAFINE GT [6118010116360] | TERBINAFINE GT [6118010116391] | TERFINE 250 MG PROMOPHARM [6118000242109] | TERFINE 250 MG PROMOPHARM [6118000242116] | TERFINE 250 MG PROMOPHARM [6118000242123] | TERIX [6118000021803] | TERIX [6118000021810] | TERIX [6118010116414] | TERIX [6118010116438] | TERIX 250 MG [6118000021797] | TERIX 250 MG [6118010118401]
6118001101047	TEGUMA	TERBINAFINE	250 MG	LAMISIL [6118001120550] | LAMISIL [6118001120567] | LIFONGID [6118001280032] | LIFONGID [6118010116407] | LIFONGID 250MG [6118001280018] | LIFONGID 250MG [6118001280025] | LIFONGID 250MG [6118010116339] | LIFONGID 250MG [6118010116377] | ONIFINE [6118001151028] | ONIFINE [6118001151035] | ONIFINE [6118010116353] | ONIFINE [6118010116384] | ONYCAL [6118001380299] | ONYCAL [6118001380305] | ONYCAL [6118001380312] | TEGUMA [6118001101030] | TEGUMA [6118001101054] | TEGUMA [6118010020483] | TEGUMA [6118010020490] | TERBINAFINE GT [6118001270293] | TERBINAFINE GT [6118001270309] | TERBINAFINE GT [6118001270316] | TERBINAFINE GT [6118010116346] | TERBINAFINE GT [6118010116360] | TERBINAFINE GT [6118010116391] | TERFINE 250 MG PROMOPHARM [6118000242109] | TERFINE 250 MG PROMOPHARM [6118000242116] | TERFINE 250 MG PROMOPHARM [6118000242123] | TERIX [6118000021803] | TERIX [6118000021810] | TERIX [6118010116414] | TERIX [6118010116438] | TERIX 250 MG [6118000021797] | TERIX 250 MG [6118010118401]
6118001101054	TEGUMA	TERBINAFINE	250 MG	LAMISIL [6118001120550] | LAMISIL [6118001120567] | LIFONGID [6118001280032] | LIFONGID [6118010116407] | LIFONGID 250MG [6118001280018] | LIFONGID 250MG [6118001280025] | LIFONGID 250MG [6118010116339] | LIFONGID 250MG [6118010116377] | ONIFINE [6118001151028] | ONIFINE [6118001151035] | ONIFINE [6118010116353] | ONIFINE [6118010116384] | ONYCAL [6118001380299] | ONYCAL [6118001380305] | ONYCAL [6118001380312] | TEGUMA [6118001101030] | TEGUMA [6118001101047] | TEGUMA [6118010020483] | TEGUMA [6118010020490] | TERBINAFINE GT [6118001270293] | TERBINAFINE GT [6118001270309] | TERBINAFINE GT [6118001270316] | TERBINAFINE GT [6118010116346] | TERBINAFINE GT [6118010116360] | TERBINAFINE GT [6118010116391] | TERFINE 250 MG PROMOPHARM [6118000242109] | TERFINE 250 MG PROMOPHARM [6118000242116] | TERFINE 250 MG PROMOPHARM [6118000242123] | TERIX [6118000021803] | TERIX [6118000021810] | TERIX [6118010116414] | TERIX [6118010116438] | TERIX 250 MG [6118000021797] | TERIX 250 MG [6118010118401]
6118001101061	TEGUMA	TERBINAFINE	1 %	LAMISIL [6118001120543] | LAMISIL [6118010116469] | LIFONGID [6118001280049] | LIFONGID [6118001280056] | LIFONGID [6118001280063] | LIFONGID [6118010116421] | LIFONGID [6118010116445] | LIFONGID [6118010116452] | LIFONGID [6118010116544] | ONIFINE 1% [6118000051152] | ONIFINE 1% [6118000051169] | ONIFINE 1% [6118001151271] | TEGUMA [6118001101078] | TEGUMA [6118001101085] | TEGUMA [6118010020513] | TEGUMA [6118010020520] | TEGUMA [6118010113970]
6118001101078	TEGUMA	TERBINAFINE	1 %	LAMISIL [6118001120543] | LAMISIL [6118010116469] | LIFONGID [6118001280049] | LIFONGID [6118001280056] | LIFONGID [6118001280063] | LIFONGID [6118010116421] | LIFONGID [6118010116445] | LIFONGID [6118010116452] | LIFONGID [6118010116544] | ONIFINE 1% [6118000051152] | ONIFINE 1% [6118000051169] | ONIFINE 1% [6118001151271] | TEGUMA [6118001101061] | TEGUMA [6118001101085] | TEGUMA [6118010020513] | TEGUMA [6118010020520] | TEGUMA [6118010113970]
6118001101085	TEGUMA	TERBINAFINE	1 %	LAMISIL [6118001120543] | LAMISIL [6118010116469] | LIFONGID [6118001280049] | LIFONGID [6118001280056] | LIFONGID [6118001280063] | LIFONGID [6118010116421] | LIFONGID [6118010116445] | LIFONGID [6118010116452] | LIFONGID [6118010116544] | ONIFINE 1% [6118000051152] | ONIFINE 1% [6118000051169] | ONIFINE 1% [6118001151271] | TEGUMA [6118001101061] | TEGUMA [6118001101078] | TEGUMA [6118010020513] | TEGUMA [6118010020520] | TEGUMA [6118010113970]
6118001101092	VIRGAN	GANCICLOVIR	0.15 %	CYMEVENE [6118001050079]
6118001101108	CISPLATINE COOPER	CISPLATINE	10 MG	CEPLATIN [6118001010172] | CISPLATINE EBEWE [6118001200580] | CISPLATINE MYLAN [6118001020188] | PLATAMINE [6118001170234]
6118001101115	CISPLATINE COOPER	CISPLATINE	50 MG	CEPLATIN [6118001010189] | CISPLATINE EBEWE [6118001200573] | CISPLATINE MYLAN [6118001020201] | PLATAMINE [6118001170241]
6118001101122	LEVOTHYROX	LEVOTHYROXINE SODIQUE	25 µG	LETROX [6118001370016] | LETROX [6118001370023] | LEVOTHYROX [6118001100316] | LEVOTHYROX [6118001100323] | LEVOTHYROX [6118001101139] | THYROXIZEN [6118001273393]
6118001101139	LEVOTHYROX	LEVOTHYROXINE SODIQUE	200 µG	LETROX [6118001370016] | LETROX [6118001370023] | LEVOTHYROX [6118001100316] | LEVOTHYROX [6118001100323] | LEVOTHYROX [6118001101122] | THYROXIZEN [6118001273393]
6118001101146	LODOZ	BISOPROLOL / HYDROCHLOROTHIAZIDE	10 / 6.25 MG / MG	LODOZ [6118001101153] | LODOZ [6118001101160]
6118001101153	LODOZ	BISOPROLOL / HYDROCHLOROTHIAZIDE	2.5 / 6.25 MG / MG	LODOZ [6118001101146] | LODOZ [6118001101160]
6118001101160	LODOZ	BISOPROLOL / HYDROCHLOROTHIAZIDE	5 / 6.25 MG / MG	LODOZ [6118001101146] | LODOZ [6118001101153]
6118001101207	OLMETEC	OLMESARTAN	10 MG	OLMETEC [6118001101214] | OLMETEC [6118001101221]
6118001101214	OLMETEC	OLMESARTAN	20 MG	OLMETEC [6118001101207] | OLMETEC [6118001101221]
6118001101221	OLMETEC	OLMESARTAN	40 MG	OLMETEC [6118001101207] | OLMETEC [6118001101214]
6118001101252	TRIAXON	CEFTRIAXONE	250 MG	CEFOTRIM [6118001010134] | CEFTRIAXONE MYLAN [6118001020089] | CEFTRIAXONE MYLAN [6118001020096] | ROCEPHIN IM [6118001050468] | ROCEPHIN IV [6118001050451] | TRIACEPHINE PHARMA5 [6118000092148] | TRIACEPHINE PHARMA5 [6118010025655] | TRIFAX [6118001110278]
6118001101269	NAZAIR	FLUTICASONE	50 µG	FLIXONASE [6118001140299] | FLIXONASE [6118001141678] | FLIXOTIDE [6118001140312] | FLOTEC [6118001220120]
6118001101276	SAFLU	FLUTICASONE / SALMETEROL	50 / 25 µG / µG	SERETIDE [6118001141852]
6118001101283	SAFLU	FLUTICASONE / SALMETEROL	125 / 25 µG / µG	SERETIDE 125 [6118001141869]
6118001101290	SAFLU	FLUTICASONE / SALMETEROL	250 / 25 µG / µG	SERETIDE 250 [6118001141876]
